2020-04-09 18:12:24+00:00,0
2020-04-09 18:12:25+00:00,0
2020-04-09 18:12:26+00:00,0
2020-04-09 18:12:27+00:00,0
2020-04-09 18:12:28+00:00,0
2020-04-09 18:12:29+00:00,0
2020-04-09 18:12:30+00:00,0
2020-04-09 18:12:31+00:00,0
2020-04-09 18:12:32+00:00,0
2020-04-09 18:12:33+00:00,0
2020-04-09 18:12:34+00:00,0
2020-04-09 18:12:35+00:00,0
2020-04-09 18:12:36+00:00,0
2020-04-09 18:12:37+00:00,0
2020-04-09 18:12:38+00:00,0
2020-04-09 18:12:39+00:00,1
2020-04-09 18:12:40+00:00,1
2020-04-09 18:12:41+00:00,1
2020-04-09 18:12:42+00:00,1
2020-04-09 18:12:43+00:00,0
2020-04-09 18:12:44+00:00,1
2020-04-09 18:12:45+00:00,1
2020-04-09 18:12:46+00:00,1
2020-04-09 18:12:47+00:00,1
2020-04-09 18:12:48+00:00,1
2020-04-09 18:12:49+00:00,1
2020-04-09 18:12:50+00:00,1
2020-04-09 18:12:51+00:00,0
2020-04-09 18:12:52+00:00,0
2020-04-09 18:12:53+00:00,0
2020-04-09 18:12:54+00:00,0
2020-04-09 18:12:55+00:00,0
2020-04-09 18:12:56+00:00,0
2020-04-09 18:12:57+00:00,0
2020-04-09 18:12:58+00:00,0
2020-04-09 18:12:59+00:00,0
2020-04-09 18:13:00+00:00,0
2020-04-09 18:13:01+00:00,0
2020-04-09 18:13:02+00:00,1
2020-04-09 18:13:03+00:00,1
2020-04-09 18:13:04+00:00,1
2020-04-09 18:13:05+00:00,1
2020-04-09 18:13:06+00:00,1
2020-04-09 18:13:07+00:00,1
2020-04-09 18:13:08+00:00,1
2020-04-09 18:13:09+00:00,1
2020-04-09 18:13:10+00:00,1
2020-04-09 18:13:11+00:00,1
2020-04-09 18:13:12+00:00,1
2020-04-09 18:13:13+00:00,1
2020-04-09 18:13:14+00:00,0
2020-04-09 18:13:15+00:00,0
2020-04-09 18:13:16+00:00,0
2020-04-09 18:13:17+00:00,0
2020-04-09 18:13:18+00:00,0
2020-04-09 18:13:19+00:00,0
2020-04-09 18:13:20+00:00,0
2020-04-09 18:13:21+00:00,0
2020-04-09 18:13:22+00:00,0
2020-04-09 18:13:23+00:00,0
2020-04-09 18:13:24+00:00,0
2020-04-09 18:13:25+00:00,1
2020-04-09 18:13:26+00:00,1
2020-04-09 18:13:27+00:00,1
2020-04-09 18:13:28+00:00,0
2020-04-09 18:13:29+00:00,1
2020-04-09 18:13:30+00:00,1
2020-04-09 18:13:31+00:00,1
2020-04-09 18:13:32+00:00,1
2020-04-09 18:13:33+00:00,1
2020-04-09 18:13:34+00:00,1
2020-04-09 18:13:35+00:00,1
2020-04-09 18:13:36+00:00,1
2020-04-09 18:13:37+00:00,0
2020-04-09 18:13:38+00:00,0
2020-04-09 18:13:39+00:00,0
2020-04-09 18:13:40+00:00,0
2020-04-09 18:13:41+00:00,0
2020-04-09 18:13:42+00:00,0
2020-04-09 18:13:43+00:00,0
2020-04-09 18:13:44+00:00,0
2020-04-09 18:13:45+00:00,0
2020-04-09 18:13:46+00:00,0
2020-04-09 18:13:47+00:00,1
2020-04-09 18:13:48+00:00,1
2020-04-09 18:13:49+00:00,1
2020-04-09 18:13:50+00:00,1
2020-04-09 18:13:51+00:00,1
2020-04-09 18:13:52+00:00,1
2020-04-09 18:13:53+00:00,1
2020-04-09 18:13:54+00:00,1
2020-04-09 18:13:55+00:00,1
2020-04-09 18:13:56+00:00,1
2020-04-09 18:13:57+00:00,1
2020-04-09 18:13:58+00:00,1
2020-04-09 18:13:59+00:00,0
2020-04-09 18:14:00+00:00,0
